index,chk_col,vs_col,p_val
0,job_conduct_res,job_analyze_res,4.413843544112168e-74
1,job_conduct_res,job_buy_res_report,0.17888894163202348
2,job_conduct_res,job_manage_res_proj,2.2408867320634867e-14
3,job_conduct_res,job_observe_res,3.1714105863688865e-07
4,job_conduct_res,job_plan_res,4.434456170656569e-51
5,job_conduct_res,job_teach_res,0.05720116046967484
6,job_conduct_res,job_advocate_res,0.6140402538278226
7,job_conduct_res,job_hire_res_vendor,0.6196066443455652
8,job_conduct_res,job_lead_res_team,0.5233962493329682
9,job_conduct_res,exp_conduct_res,0.8179133151406884
10,job_conduct_res,exp_analyze_res,0.17446926877048163
11,job_conduct_res,exp_buy_res_report,0.1749792355748031
12,job_conduct_res,exp_manage_res_proj,0.29779916508254645
13,job_conduct_res,exp_observe_res,0.050563197230009994
14,job_conduct_res,exp_plan_res,0.37117470351827453
15,job_conduct_res,exp_teach_res,0.00030850639413604845
16,job_conduct_res,exp_advocate_res,0.008286751067893644
17,job_conduct_res,exp_hire_res_vendor,0.27508388923530447
18,job_conduct_res,exp_lead_res_team,0.008462627768311658
19,job_conduct_res,research_educ_cat,0.4443988252110668
20,job_conduct_res,learning_talks,0.47320040843040634
21,job_conduct_res,learning_read,0.9119982246073804
22,job_conduct_res,learning_meetup,0.0025704617528876286
23,job_conduct_res,learning_workshop,0.02181509326422214
24,job_conduct_res,likely_watch_video,0.34719870871872927
25,job_conduct_res,likely_internet,0.13420388342096662
26,job_conduct_res,likely_book,0.016608216605489404
27,job_conduct_res,likely_online_group,0.00554441171309958
28,job_conduct_res,likely_colleague,0.20139732904210644
29,job_conduct_res,likely_meetup,0.3970051478760023
30,job_conduct_res,likely_workshop,0.9888732441700282
31,job_conduct_res,factor_speaker,0.8763776469134106
32,job_conduct_res,factor_diverse_speak,0.7689893915594115
33,job_conduct_res,factor_topics,0.6924778093149357
34,job_conduct_res,factor_format_sessions,0.60589723717061
35,job_conduct_res,factor_size,0.6556878917587621
36,job_conduct_res,factor_network,0.8938082617932819
37,job_conduct_res,factor_variety_attend,0.5000742285215157
38,job_conduct_res,factor_code,0.9197690915643972
39,job_conduct_res,factor_location,0.5208545332043708
40,job_conduct_res,factor_ability_to_pay,0.5922641305342446
41,job_conduct_res,ideal_multi_track,0.0356393025893528
42,job_conduct_res,ideal_single_track,0.15200375254757947
43,job_conduct_res,ideal_unconference,0.5821348354040987
44,job_conduct_res,session_keynote,0.5861561783594385
45,job_conduct_res,session_long_talk,0.9311813368290855
46,job_conduct_res,session_short_talk,0.40189834494299925
47,job_conduct_res,session_workshop,0.6179444676302666
48,job_conduct_res,session_network,0.8367499463879566
49,job_conduct_res,session_social_event,0.3774303639734429
50,job_conduct_res,session_qa,0.6154340561813123
51,job_conduct_res,sesson_topic_tables,0.5233644571518297
52,job_conduct_res,target,0.01642495352419522
53,job_conduct_res,persona_id,0.6592053442970582
54,job_conduct_res,job_taxo,6.509676485222441e-14
55,job_analyze_res,job_buy_res_report,0.44715459774402755
56,job_analyze_res,job_manage_res_proj,4.8432769784947745e-12
57,job_analyze_res,job_observe_res,5.419568284375302e-07
58,job_analyze_res,job_plan_res,2.829180129819446e-43
59,job_analyze_res,job_teach_res,0.28547492781943706
60,job_analyze_res,job_advocate_res,0.8786739368422899
61,job_analyze_res,job_hire_res_vendor,0.7563166086186252
62,job_analyze_res,job_lead_res_team,0.9712668576183128
63,job_analyze_res,exp_conduct_res,0.9416929945674983
64,job_analyze_res,exp_analyze_res,0.6865935324026903
65,job_analyze_res,exp_buy_res_report,0.7563347005256738
66,job_analyze_res,exp_manage_res_proj,0.26388352922798963
67,job_analyze_res,exp_observe_res,0.19079275988068478
68,job_analyze_res,exp_plan_res,0.9592936017987503
69,job_analyze_res,exp_teach_res,0.0015332624338914426
70,job_analyze_res,exp_advocate_res,0.2335750976319629
71,job_analyze_res,exp_hire_res_vendor,0.5156300455440019
72,job_analyze_res,exp_lead_res_team,0.04595706522597372
73,job_analyze_res,research_educ_cat,0.7350339693621197
74,job_analyze_res,learning_talks,0.38545642462140695
75,job_analyze_res,learning_read,0.8646805852532242
76,job_analyze_res,learning_meetup,0.01981831582246517
77,job_analyze_res,learning_workshop,0.07506488643775241
78,job_analyze_res,likely_watch_video,0.5880876831251445
79,job_analyze_res,likely_internet,0.7532393614083946
80,job_analyze_res,likely_book,0.03816805580941254
81,job_analyze_res,likely_online_group,0.04324864741219465
82,job_analyze_res,likely_colleague,0.34496955123775597
83,job_analyze_res,likely_meetup,0.22288302169055516
84,job_analyze_res,likely_workshop,0.8066947971394303
85,job_analyze_res,factor_speaker,0.13971342713839008
86,job_analyze_res,factor_diverse_speak,0.991483093906456
87,job_analyze_res,factor_topics,0.6585625861445663
88,job_analyze_res,factor_format_sessions,0.8378005712006595
